arrival_update_on,company_id,location_id,working_period_id,sr_no,etd_departure,atd_departure,eta_destination,ata_destination,flight_date,eta_departure,departure_updated_on,shipment_id,mode,vessel_type,departure_source,arrival_source,remarks,carrier,carrier_vessel,company,job_no,location_name,location_code,voyage_no,departure_port_code,destination_port_code,departure_port_name,destination_port_name,transit_time_planned_days,no_of_transshipments,shipment_weight_kg,cargo_type,carrier_reliability_score,weather_severity_score,holiday_flag,shipment_delay_days,check_delay
2024-04-17 19:57:00,116,1284,14,1166,2024-03-26 11:57:00,2024-03-26 11:57:00,2024-04-05 11:57:00,2024-04-16 11:57:00,2024-03-27 16:57:00,2024-03-26 06:57:00,2024-03-28 03:57:00,502287,Sea,Bulk Carrier,System,Manual,Weather Delay,MSC,Yang Ming Glory,LogiCorp,JOB201165,Hamburg,HAM,VOY978E,DXB,TSN,Jebel Ali,Tianjin,10,1,2824,Bulk,0.89,3,0,11,11
2024-09-17 23:35:58,149,1512,12,1167,2024-09-02 09:35:58,2024-09-03 09:35:58,2024-09-10 09:35:58,2024-09-16 09:35:58,2024-09-03 15:35:58,2024-09-02 18:35:58,2024-09-04 20:35:58,585476,Sea,Bulk Carrier,Manual,Manual,On Schedule,Maersk,MSC Zoe,Oceanic Pvt Ltd,JOB201166,Dubai,HAM,VOY569W,SHA,DXB,Shanghai Port,Jebel Ali,8,0,7344,Reefer,0.92,3,0,6,6
2025-12-22 04:45:43,176,1152,16,1168,2025-12-10 01:45:43,2025-12-09 01:45:43,2025-12-14 01:45:43,2025-12-22 01:45:43,2025-12-10 02:45:43,2025-12-10 05:45:43,2025-12-10 23:45:43,568740,Sea,Tanker,System,System,On Schedule,Yang Ming,MSC Zoe,Oceanic Pvt Ltd,JOB201167,Singapore,HAM,VOY863N,SHA,SIN,Shanghai Port,Singapore Port,4,0,5001,Dry Container,0.82,3,0,8,8
2025-04-04 21:23:18,184,1605,13,1169,2025-03-06 23:23:18,2025-03-05 23:23:18,2025-03-24 23:23:18,2025-04-03 23:23:18,2025-03-06 13:23:18,2025-03-06 21:23:18,2025-03-07 15:23:18,552462,Sea,Tanker,System,Manual,Berthing Delay,CMA CGM,ONE Apus,LogiCorp,JOB201168,Los Angeles,BOM,VOY620W,TKD,PUS,Tughlakabad ICD,Busan,18,2,7646,Dry Container,0.85,3,0,10,10
2025-08-02 21:54:36,102,1477,17,1170,2025-07-08 23:54:36,2025-07-08 23:54:36,2025-07-24 23:54:36,2025-08-01 23:54:36,2025-07-09 05:54:36,2025-07-08 18:54:36,2025-07-10 01:54:36,595309,Sea,Tanker,System,System,On Schedule,CMA CGM,MSC Zoe,Oceanic Pvt Ltd,JOB201169,Los Angeles,SIN,VOY841N,DDR,CIC,Dadri ICD,Inland Chennai ICD,16,1,4301,Bulk,0.86,0,1,8,8
2024-10-16 18:34:23,148,1539,17,1171,2024-09-26 06:34:23,2024-09-27 06:34:23,2024-10-05 06:34:23,2024-10-15 06:34:23,2024-09-26 21:34:23,2024-09-26 17:34:23,2024-09-27 08:34:23,554769,Sea,Bulk Carrier,Manual,System,Port Congestion,Yang Ming,MSC Isabella,Oceanic Pvt Ltd,JOB201170,Singapore,BOM,VOY661S,JNPT,TSN,Nhava Sheva (JNPT),Tianjin,9,1,355,Dry Container,0.84,3,1,10,10
2024-10-22 21:04:02,126,1602,5,1172,2024-10-02 05:04:02,2024-10-01 05:04:02,2024-10-15 05:04:02,2024-10-21 05:04:02,2024-10-02 21:04:02,2024-10-01 17:04:02,2024-10-02 22:04:02,594340,Sea,Container Ship,System,Manual,Port Congestion,CMA CGM,Evergreen Ever Given,Oceanic Pvt Ltd,JOB201171,Singapore,RTM,VOY784E,CIC,JNPT,Inland Chennai ICD,Nhava Sheva (JNPT),13,1,5381,Reefer,0.88,1,1,6,6
2025-08-02 20:17:58,147,1289,18,1173,2025-06-30 10:17:58,2025-07-03 10:17:58,2025-07-22 10:17:58,2025-08-02 10:17:58,2025-06-30 04:17:58,2025-06-30 13:17:58,2025-07-04 12:17:58,588250,Sea,Container Ship,System,System,Weather Delay,CMA CGM,COSCO Shipping Taurus,Oceanic Pvt Ltd,JOB201172,Hamburg,BOM,VOY118S,SHA,JNPT,Shanghai Port,Nhava Sheva (JNPT),22,0,5370,Reefer,0.89,2,1,11,11
2024-10-12 07:25:10,172,1866,16,1174,2024-09-18 18:25:10,2024-09-21 18:25:10,2024-09-29 18:25:10,2024-10-10 18:25:10,2024-09-18 19:25:10,2024-09-18 18:25:10,2024-09-23 05:25:10,582719,Sea,Bulk Carrier,System,Manual,Weather Delay,MSC,CMA CGM Marco Polo,Oceanic Pvt Ltd,JOB201173,Singapore,BOM,VOY159E,HAM,LCH,Hamburg,Laem Chabang,11,1,2155,Hazardous,0.91,1,0,11,11
2024-06-15 21:14:30,139,1633,8,1175,2024-06-06 01:14:30,2024-06-06 01:14:30,2024-06-14 01:14:30,2024-06-15 01:14:30,2024-06-07 04:14:30,2024-06-05 13:14:30,2024-06-06 11:14:30,564450,Sea,Tanker,Manual,System,Berthing Delay,Evergreen,Hapag-Lloyd Jakarta Express,GlobalFreight,JOB201174,Los Angeles,HAM,VOY354S,KHJ,DDR,Khurja ICD,Dadri ICD,8,1,5115,Hazardous,0.87,2,1,1,1
2024-12-22 09:41:58,180,1413,2,1176,2024-11-17 00:41:58,2024-11-18 00:41:58,2024-12-16 00:41:58,2024-12-22 00:41:58,2024-11-17 08:41:58,2024-11-16 12:41:58,2024-11-19 04:41:58,521749,Sea,Container Ship,System,System,Weather Delay,Hapag-Lloyd,CMA CGM Benjamin Franklin,LogiCorp,JOB201175,Rotterdam,BOM,VOY624W,TKD,LAX,Tughlakabad ICD,Los Angeles,29,0,1886,Bulk,0.91,3,1,6,6
2025-01-16 10:34:53,101,1344,3,1177,2024-12-16 18:34:53,2024-12-19 18:34:53,2025-01-03 18:34:53,2025-01-14 18:34:53,2024-12-17 14:34:53,2024-12-16 19:34:53,2024-12-20 04:34:53,552762,Sea,Bulk Carrier,System,System,Weather Delay,ONE,Maersk Mc-Kinney Moller,LogiCorp,JOB201176,Los Angeles,DXB,VOY288E,SHA,DDR,Shanghai Port,Dadri ICD,18,0,4054,Hazardous,0.83,4,1,11,11
2025-09-05 10:31:25,178,1330,18,1178,2025-08-22 02:31:25,2025-08-23 02:31:25,2025-08-31 02:31:25,2025-09-05 02:31:25,2025-08-22 15:31:25,2025-08-21 23:31:25,2025-08-24 08:31:25,539681,Sea,Bulk Carrier,System,System,Weather Delay,MSC,CMA CGM Marco Polo,LogiCorp,JOB201177,Rotterdam,HAM,VOY728N,LCH,PUS,Laem Chabang,Busan,9,0,5717,Reefer,0.88,2,1,5,5
2024-06-24 19:49:16,104,1712,5,1179,2024-05-28 15:49:16,2024-05-28 15:49:16,2024-06-17 15:49:16,2024-06-24 15:49:16,2024-05-29 13:49:16,2024-05-28 15:49:16,2024-05-28 22:49:16,589003,Sea,Bulk Carrier,System,Manual,On Schedule,Hapag-Lloyd,COSCO Shipping Taurus,GlobalFreight,JOB201178,Dubai,HAM,VOY989W,LAX,TSN,Los Angeles,Tianjin,20,0,6802,Hazardous,0.91,0,1,7,7
2024-04-05 05:32:37,176,1146,10,1180,2024-03-07 05:32:37,2024-03-08 05:32:37,2024-04-01 05:32:37,2024-04-04 05:32:37,2024-03-08 12:32:37,2024-03-07 16:32:37,2024-03-09 23:32:37,563727,Sea,Bulk Carrier,System,Manual,On Schedule,Maersk,Yang Ming Glory,LogiCorp,JOB201179,Dubai,RTM,VOY901N,CIC,PUS,Inland Chennai ICD,Busan,25,0,3105,Dry Container,0.89,2,0,3,3
2024-06-22 05:03:53,114,1455,19,1181,2024-06-02 19:03:53,2024-06-02 19:03:53,2024-06-12 19:03:53,2024-06-21 19:03:53,2024-06-03 23:03:53,2024-06-03 04:03:53,2024-06-03 15:03:53,500291,Sea,Bulk Carrier,Manual,Manual,On Schedule,Hapag-Lloyd,Maersk Alabama,GlobalFreight,JOB201180,Rotterdam,SIN,VOY206N,CIC,PUS,Inland Chennai ICD,Busan,10,2,5335,Dry Container,0.91,4,1,9,9
2025-10-09 17:07:30,197,1932,13,1182,2025-09-07 11:07:30,2025-09-07 11:07:30,2025-09-30 11:07:30,2025-10-09 11:07:30,2025-09-07 21:07:30,2025-09-07 07:07:30,2025-09-08 03:07:30,541248,Sea,Bulk Carrier,System,System,Berthing Delay,Maersk,ONE Apus,Oceanic Pvt Ltd,JOB201181,Hamburg,SIN,VOY564N,HAM,DDR,Hamburg,Dadri ICD,23,0,11914,Bulk,0.93,0,1,9,9
2025-08-31 04:58:58,113,1725,8,1183,2025-07-17 14:58:58,2025-07-20 14:58:58,2025-08-16 14:58:58,2025-08-30 14:58:58,2025-07-18 16:58:58,2025-07-17 14:58:58,2025-07-21 05:58:58,598014,Sea,Tanker,Manual,System,Weather Delay,MSC,COSCO Shipping Taurus,GlobalFreight,JOB201182,Singapore,RTM,VOY319W,HAM,LCH,Hamburg,Laem Chabang,30,1,7191,Dry Container,0.86,0,1,14,14
2024-02-15 04:26:14,187,1856,2,1184,2024-01-14 03:26:14,2024-01-16 03:26:14,2024-02-03 03:26:14,2024-02-14 03:26:14,2024-01-13 20:26:14,2024-01-13 17:26:14,2024-01-16 18:26:14,503507,Sea,Tanker,Manual,Manual,Customs Hold,MSC,ONE Apus,Oceanic Pvt Ltd,JOB201183,Mumbai,DXB,VOY877W,DXB,LAX,Jebel Ali,Los Angeles,20,0,3512,Bulk,0.87,1,1,11,11
2024-02-27 21:09:10,199,1650,19,1185,2024-01-30 02:09:10,2024-02-02 02:09:10,2024-02-18 02:09:10,2024-02-27 02:09:10,2024-01-30 14:09:10,2024-01-30 06:09:10,2024-02-03 13:09:10,577455,Sea,Bulk Carrier,Manual,System,Berthing Delay,MSC,Hapag-Lloyd Jakarta Express,LogiCorp,JOB201184,Hamburg,DXB,VOY121N,HAM,TSN,Hamburg,Tianjin,19,0,4279,Hazardous,0.89,0,0,9,9
2024-03-05 10:22:45,176,1202,7,1186,2024-02-11 14:22:45,2024-02-13 14:22:45,2024-02-20 14:22:45,2024-03-04 14:22:45,2024-02-11 21:22:45,2024-02-11 03:22:45,2024-02-15 02:22:45,558215,Sea,Tanker,System,System,On Schedule,Yang Ming,Yang Ming Glory,Oceanic Pvt Ltd,JOB201185,Mumbai,LAX,VOY917W,SIN,KHJ,Singapore Port,Khurja ICD,9,0,5686,Hazardous,0.84,0,0,13,13
2024-09-01 12:53:31,185,1677,17,1187,2024-08-03 22:53:31,2024-08-04 22:53:31,2024-08-24 22:53:31,2024-08-31 22:53:31,2024-08-04 00:53:31,2024-08-03 19:53:31,2024-08-05 12:53:31,586978,Sea,Tanker,Manual,Manual,Customs Hold,COSCO,CMA CGM Benjamin Franklin,LogiCorp,JOB201186,Dubai,LAX,VOY195E,HAM,SHA,Hamburg,Shanghai Port,21,0,5845,Dry Container,0.89,3,0,7,7
2025-10-16 16:45:25,149,1734,4,1188,2025-09-27 18:45:25,2025-09-29 18:45:25,2025-10-05 18:45:25,2025-10-15 18:45:25,2025-09-29 04:45:25,2025-09-28 05:45:25,2025-09-30 07:45:25,580402,Sea,Bulk Carrier,Manual,System,On Schedule,MSC,COSCO Shipping Taurus,Oceanic Pvt Ltd,JOB201187,Dubai,LAX,VOY468S,PTL,SIN,ICD Patli,Singapore Port,8,1,918,Bulk,0.88,3,0,10,10
2024-09-16 16:57:06,184,1831,13,1189,2024-07-31 01:57:06,2024-07-31 01:57:06,2024-09-04 01:57:06,2024-09-15 01:57:06,2024-07-31 19:57:06,2024-07-31 06:57:06,2024-07-31 10:57:06,559406,Sea,Tanker,System,Manual,On Schedule,CMA CGM,COSCO Haiphong,LogiCorp,JOB201188,Rotterdam,LAX,VOY840S,PTL,LAX,ICD Patli,Los Angeles,35,0,7843,Reefer,0.86,0,1,11,11
2026-01-10 09:46:49,116,1121,4,1190,2025-12-13 13:46:49,2025-12-13 13:46:49,2025-12-31 13:46:49,2026-01-09 13:46:49,2025-12-14 15:46:49,2025-12-13 13:46:49,2025-12-14 18:46:49,517858,Sea,Bulk Carrier,System,Manual,Port Congestion,COSCO,Yang Ming Glory,GlobalFreight,JOB201189,Los Angeles,DXB,VOY134W,SIN,DXB,Singapore Port,Jebel Ali,18,0,5816,Bulk,0.84,2,1,9,9
2024-09-07 08:31:42,130,1256,5,1191,2024-08-22 18:31:42,2024-08-21 18:31:42,2024-08-29 18:31:42,2024-09-06 18:31:42,2024-08-24 03:31:42,2024-08-22 21:31:42,2024-08-23 08:31:42,591175,Sea,Container Ship,Manual,Manual,Port Congestion,CMA CGM,MSC Isabella,LogiCorp,JOB201190,Rotterdam,RTM,VOY647W,SIN,SHA,Singapore Port,Shanghai Port,7,1,7653,Reefer,0.9,4,0,8,8
2024-09-23 21:58:59,174,1470,7,1192,2024-09-12 17:58:59,2024-09-14 17:58:59,2024-09-21 17:58:59,2024-09-23 17:58:59,2024-09-12 09:58:59,2024-09-12 22:58:59,2024-09-15 19:58:59,533806,Sea,Bulk Carrier,System,System,On Schedule,Maersk,CMA CGM Benjamin Franklin,LogiCorp,JOB201191,Mumbai,BOM,VOY498N,SIN,DDR,Singapore Port,Dadri ICD,9,1,7708,Reefer,0.92,1,1,2,2
2025-07-06 11:18:55,185,1268,17,1193,2025-06-01 07:18:55,2025-06-01 07:18:55,2025-06-25 07:18:55,2025-07-06 07:18:55,2025-06-01 11:18:55,2025-05-31 22:18:55,2025-06-01 10:18:55,564722,Sea,Tanker,Manual,System,Berthing Delay,Yang Ming,MSC Isabella,Oceanic Pvt Ltd,JOB201192,Rotterdam,HAM,VOY739N,KHJ,DDR,Khurja ICD,Dadri ICD,24,0,6123,Hazardous,0.82,0,0,11,11
2024-04-23 23:06:33,149,1064,8,1194,2024-04-08 05:06:33,2024-04-10 05:06:33,2024-04-15 05:06:33,2024-04-23 05:06:33,2024-04-08 23:06:33,2024-04-07 17:06:33,2024-04-10 12:06:33,520387,Sea,Container Ship,Manual,Manual,On Schedule,Yang Ming,Maersk Alabama,GlobalFreight,JOB201193,Hamburg,SIN,VOY660S,PTL,RTM,ICD Patli,Rotterdam,7,1,654,Reefer,0.83,3,0,8,8
2024-10-05 16:46:33,108,1730,19,1195,2024-09-03 02:46:33,2024-09-03 02:46:33,2024-09-24 02:46:33,2024-10-05 02:46:33,2024-09-04 08:46:33,2024-09-03 13:46:33,2024-09-04 14:46:33,529899,Sea,Tanker,System,Manual,Weather Delay,ONE,MSC Isabella,GlobalFreight,JOB201194,Dubai,HAM,VOY705N,JNPT,CIC,Nhava Sheva (JNPT),Inland Chennai ICD,21,0,6041,Hazardous,0.84,3,0,11,11
2024-06-24 14:35:56,153,1779,9,1196,2024-05-15 18:35:56,2024-05-15 18:35:56,2024-06-13 18:35:56,2024-06-23 18:35:56,2024-05-16 21:35:56,2024-05-15 14:35:56,2024-05-16 05:35:56,539489,Sea,Tanker,Manual,System,Berthing Delay,MSC,MSC Isabella,GlobalFreight,JOB201195,Hamburg,LAX,VOY346W,LCH,HAM,Laem Chabang,Hamburg,29,0,3394,Hazardous,0.95,4,0,10,10
2025-12-11 06:16:29,141,1575,16,1197,2025-11-08 09:16:29,2025-11-11 09:16:29,2025-12-03 09:16:29,2025-12-09 09:16:29,2025-11-07 22:16:29,2025-11-08 12:16:29,2025-11-12 18:16:29,511163,Sea,Bulk Carrier,Manual,Manual,Port Congestion,Yang Ming,Maersk Mc-Kinney Moller,GlobalFreight,JOB201196,Hamburg,HAM,VOY176E,KHJ,LAX,Khurja ICD,Los Angeles,25,0,2739,Dry Container,0.84,3,0,6,6
2025-09-27 20:13:49,121,1119,14,1198,2025-08-28 20:13:49,2025-08-29 20:13:49,2025-09-15 20:13:49,2025-09-26 20:13:49,2025-08-29 13:13:49,2025-08-28 13:13:49,2025-08-30 11:13:49,594958,Sea,Bulk Carrier,Manual,System,Weather Delay,CMA CGM,Yang Ming Glory,LogiCorp,JOB201197,Dubai,RTM,VOY724N,RTM,PTL,Rotterdam,ICD Patli,18,1,1823,Bulk,0.89,0,0,11,11
2024-06-10 22:08:03,108,1577,5,1199,2024-05-16 02:08:03,2024-05-19 02:08:03,2024-05-30 02:08:03,2024-06-10 02:08:03,2024-05-16 12:08:03,2024-05-15 22:08:03,2024-05-21 02:08:03,594347,Sea,Bulk Carrier,Manual,System,On Schedule,COSCO,Evergreen Ever Given,LogiCorp,JOB201198,Singapore,HAM,VOY773W,TSN,KHJ,Tianjin,Khurja ICD,14,1,3526,Reefer,0.86,3,1,11,11
2024-02-09 03:53:23,193,1870,6,1200,2024-01-10 04:53:23,2024-01-10 04:53:23,2024-01-31 04:53:23,2024-02-08 04:53:23,2024-01-10 10:53:23,2024-01-09 22:53:23,2024-01-11 15:53:23,527262,Sea,Container Ship,System,System,Customs Hold,MSC,Maersk Alabama,Oceanic Pvt Ltd,JOB201199,Dubai,BOM,VOY535S,DXB,JNPT,Jebel Ali,Nhava Sheva (JNPT),21,1,2301,Reefer,0.88,4,0,8,8
2025-05-14 18:57:44,167,1207,3,1201,2025-05-02 23:57:44,2025-05-04 23:57:44,2025-05-08 23:57:44,2025-05-12 23:57:44,2025-05-03 20:57:44,2025-05-02 16:57:44,2025-05-06 20:57:44,583450,Sea,Bulk Carrier,System,Manual,Customs Hold,MSC,CMA CGM Marco Polo,Oceanic Pvt Ltd,JOB201200,Los Angeles,RTM,VOY672S,PUS,TSN,Busan,Tianjin,6,0,6435,Reefer,0.93,1,0,4,4
2025-02-01 16:31:44,120,1501,20,1202,2025-01-01 13:31:44,2024-12-31 13:31:44,2025-01-25 13:31:44,2025-01-31 13:31:44,2025-01-02 22:31:44,2025-01-01 23:31:44,2025-01-02 08:31:44,556345,Sea,Container Ship,Manual,Manual,On Schedule,Maersk,Maersk Mc-Kinney Moller,LogiCorp,JOB201201,Los Angeles,HAM,VOY731W,CIC,SIN,Inland Chennai ICD,Singapore Port,24,0,10410,Bulk,0.91,2,1,6,6
2024-03-30 15:20:32,116,1439,6,1203,2024-03-11 23:20:32,2024-03-14 23:20:32,2024-03-19 23:20:32,2024-03-29 23:20:32,2024-03-11 19:20:32,2024-03-11 17:20:32,2024-03-16 20:20:32,590450,Sea,Container Ship,System,System,Berthing Delay,Hapag-Lloyd,MSC Zoe,LogiCorp,JOB201202,Singapore,DXB,VOY118E,PTL,SHA,ICD Patli,Shanghai Port,8,0,9490,Reefer,0.9,1,1,10,10
2024-02-21 14:42:32,114,1445,19,1204,2024-01-30 17:42:32,2024-02-01 17:42:32,2024-02-12 17:42:32,2024-02-20 17:42:32,2024-01-31 17:42:32,2024-01-30 09:42:32,2024-02-02 06:42:32,573433,Sea,Container Ship,System,Manual,Berthing Delay,Maersk,CMA CGM Marco Polo,LogiCorp,JOB201203,Mumbai,SIN,VOY641S,SIN,TKD,Singapore Port,Tughlakabad ICD,13,1,4611,Hazardous,0.91,4,1,8,8
2025-11-11 02:56:05,149,1101,14,1205,2025-10-11 10:56:05,2025-10-12 10:56:05,2025-11-04 10:56:05,2025-11-10 10:56:05,2025-10-10 23:56:05,2025-10-11 10:56:05,2025-10-12 14:56:05,534590,Sea,Tanker,Manual,System,On Schedule,COSCO,COSCO Haiphong,GlobalFreight,JOB201204,Los Angeles,RTM,VOY792E,SIN,LAX,Singapore Port,Los Angeles,24,1,8075,Bulk,0.84,2,0,6,6
2024-04-12 22:22:59,116,1302,4,1206,2024-03-18 13:22:59,2024-03-18 13:22:59,2024-03-29 13:22:59,2024-04-11 13:22:59,2024-03-19 14:22:59,2024-03-18 04:22:59,2024-03-18 13:22:59,547010,Sea,Container Ship,Manual,System,Port Congestion,MSC,CMA CGM Marco Polo,Oceanic Pvt Ltd,JOB201205,Los Angeles,LAX,VOY197W,JNPT,HAM,Nhava Sheva (JNPT),Hamburg,11,0,3552,Hazardous,0.93,0,0,13,13
2024-04-24 00:23:45,170,1197,15,1207,2024-04-04 21:23:45,2024-04-07 21:23:45,2024-04-18 21:23:45,2024-04-23 21:23:45,2024-04-05 17:23:45,2024-04-05 05:23:45,2024-04-08 17:23:45,558334,Sea,Tanker,Manual,System,Customs Hold,MSC,CMA CGM Benjamin Franklin,Oceanic Pvt Ltd,JOB201206,Hamburg,BOM,VOY825E,DXB,RTM,Jebel Ali,Rotterdam,14,0,4657,Bulk,0.91,3,1,5,5
2024-05-26 20:14:46,164,1702,14,1208,2024-05-15 10:14:46,2024-05-16 10:14:46,2024-05-23 10:14:46,2024-05-26 10:14:46,2024-05-15 18:14:46,2024-05-15 03:14:46,2024-05-17 06:14:46,560687,Sea,Bulk Carrier,System,Manual,On Schedule,Yang Ming,COSCO Haiphong,LogiCorp,JOB201207,Mumbai,SIN,VOY991S,LCH,DXB,Laem Chabang,Jebel Ali,8,2,2552,Bulk,0.84,4,0,3,3
2024-08-06 03:53:34,128,1376,11,1209,2024-07-03 19:53:34,2024-07-04 19:53:34,2024-07-28 19:53:34,2024-08-05 19:53:34,2024-07-04 21:53:34,2024-07-04 05:53:34,2024-07-05 06:53:34,538668,Sea,Tanker,Manual,System,On Schedule,Maersk,Evergreen Ever Given,Oceanic Pvt Ltd,JOB201208,Hamburg,RTM,VOY921N,TKD,KHJ,Tughlakabad ICD,Khurja ICD,25,0,4585,Hazardous,0.91,3,1,8,8
2025-01-06 13:51:36,152,1994,5,1210,2024-12-11 13:51:36,2024-12-12 13:51:36,2024-12-24 13:51:36,2025-01-04 13:51:36,2024-12-12 06:51:36,2024-12-11 15:51:36,2024-12-13 10:51:36,532782,Sea,Bulk Carrier,System,System,Berthing Delay,CMA CGM,MSC Isabella,LogiCorp,JOB201209,Los Angeles,LAX,VOY973N,SHA,DDR,Shanghai Port,Dadri ICD,13,1,5054,Bulk,0.85,4,1,11,11
2025-12-25 21:46:44,199,1384,2,1211,2025-12-09 00:46:44,2025-12-11 00:46:44,2025-12-21 00:46:44,2025-12-24 00:46:44,2025-12-10 02:46:44,2025-12-08 12:46:44,2025-12-12 09:46:44,567373,Sea,Container Ship,Manual,Manual,Berthing Delay,Yang Ming,Maersk Mc-Kinney Moller,GlobalFreight,JOB201210,Hamburg,BOM,VOY999E,DDR,PTL,Dadri ICD,ICD Patli,12,0,781,Reefer,0.82,4,0,3,3
2024-01-24 03:05:40,150,1957,2,1212,2024-01-06 11:05:40,2024-01-05 11:05:40,2024-01-16 11:05:40,2024-01-22 11:05:40,2024-01-07 19:05:40,2024-01-06 06:05:40,2024-01-06 08:05:40,527688,Sea,Tanker,Manual,Manual,Weather Delay,Hapag-Lloyd,Yang Ming Glory,GlobalFreight,JOB201211,Rotterdam,HAM,VOY387W,PTL,SHA,ICD Patli,Shanghai Port,10,0,7399,Hazardous,0.89,4,0,6,6
2025-03-15 04:00:30,160,1242,16,1213,2025-02-28 04:00:30,2025-03-03 04:00:30,2025-03-09 04:00:30,2025-03-15 04:00:30,2025-02-27 16:00:30,2025-02-28 10:00:30,2025-03-04 21:00:30,537298,Sea,Tanker,Manual,Manual,Customs Hold,Evergreen,Hapag-Lloyd Jakarta Express,Oceanic Pvt Ltd,JOB201212,Hamburg,HAM,VOY894S,LCH,TSN,Laem Chabang,Tianjin,9,1,9883,Bulk,0.86,2,1,6,6
2024-04-23 10:30:04,138,1787,15,1214,2024-03-26 16:30:04,2024-03-27 16:30:04,2024-04-07 16:30:04,2024-04-22 16:30:04,2024-03-26 18:30:04,2024-03-26 15:30:04,2024-03-29 09:30:04,574454,Sea,Container Ship,Manual,System,Customs Hold,Evergreen,MSC Zoe,LogiCorp,JOB201213,Rotterdam,LAX,VOY562W,LCH,PTL,Laem Chabang,ICD Patli,12,2,6277,Reefer,0.87,4,1,15,15
2025-06-08 18:03:44,163,1337,14,1215,2025-05-01 18:03:44,2025-05-04 18:03:44,2025-05-26 18:03:44,2025-06-06 18:03:44,2025-05-03 01:03:44,2025-05-02 03:03:44,2025-05-05 08:03:44,572373,Sea,Container Ship,Manual,Manual,Port Congestion,COSCO,MSC Isabella,Oceanic Pvt Ltd,JOB201214,Dubai,RTM,VOY858N,TSN,KHJ,Tianjin,Khurja ICD,25,1,2011,Dry Container,0.86,3,0,11,11
2024-03-19 22:37:37,182,1641,1,1216,2024-02-14 02:37:37,2024-02-14 02:37:37,2024-03-06 02:37:37,2024-03-19 02:37:37,2024-02-13 15:37:37,2024-02-14 05:37:37,2024-02-15 20:37:37,566566,Sea,Tanker,System,Manual,Port Congestion,Yang Ming,CMA CGM Marco Polo,LogiCorp,JOB201215,Dubai,DXB,VOY786N,KHJ,DDR,Khurja ICD,Dadri ICD,21,0,8725,Reefer,0.8,4,1,13,13
2024-08-31 10:34:36,150,1322,7,1217,2024-08-07 10:34:36,2024-08-06 10:34:36,2024-08-27 10:34:36,2024-08-29 10:34:36,2024-08-08 17:34:36,2024-08-07 03:34:36,2024-08-06 18:34:36,560109,Sea,Container Ship,Manual,Manual,On Schedule,Maersk,COSCO Shipping Taurus,Oceanic Pvt Ltd,JOB201216,Los Angeles,SIN,VOY518E,RTM,PUS,Rotterdam,Busan,20,0,2588,Reefer,0.91,2,0,2,2
2024-06-11 22:33:23,140,1376,12,1218,2024-05-26 07:33:23,2024-05-29 07:33:23,2024-06-02 07:33:23,2024-06-11 07:33:23,2024-05-26 17:33:23,2024-05-26 17:33:23,2024-05-31 04:33:23,559176,Sea,Container Ship,System,System,On Schedule,Maersk,CMA CGM Benjamin Franklin,Oceanic Pvt Ltd,JOB201217,Mumbai,SIN,VOY351E,TSN,SHA,Tianjin,Shanghai Port,7,0,6691,Bulk,0.9,0,0,9,9
2024-12-25 04:53:11,184,1611,3,1219,2024-11-20 17:53:11,2024-11-19 17:53:11,2024-12-15 17:53:11,2024-12-23 17:53:11,2024-11-20 20:53:11,2024-11-21 01:53:11,2024-11-21 05:53:11,519329,Sea,Bulk Carrier,System,Manual,Customs Hold,Yang Ming,Hapag-Lloyd Jakarta Express,LogiCorp,JOB201218,Singapore,HAM,VOY911E,LCH,HAM,Laem Chabang,Hamburg,25,1,7976,Hazardous,0.88,0,0,8,8
2024-05-31 14:46:38,131,1687,1,1220,2024-05-11 03:46:38,2024-05-13 03:46:38,2024-05-18 03:46:38,2024-05-30 03:46:38,2024-05-11 13:46:38,2024-05-10 23:46:38,2024-05-14 23:46:38,548624,Sea,Bulk Carrier,Manual,Manual,Port Congestion,ONE,Maersk Alabama,Oceanic Pvt Ltd,JOB201219,Mumbai,DXB,VOY764S,DDR,TKD,Dadri ICD,Tughlakabad ICD,7,1,7299,Hazardous,0.81,1,1,12,12
2024-12-16 11:37:12,107,1269,14,1221,2024-11-28 23:37:12,2024-11-28 23:37:12,2024-12-11 23:37:12,2024-12-14 23:37:12,2024-11-30 01:37:12,2024-11-28 12:37:12,2024-11-30 21:37:12,503831,Sea,Tanker,System,System,Berthing Delay,Maersk,Yang Ming Glory,GlobalFreight,JOB201220,Singapore,HAM,VOY598E,PTL,KHJ,ICD Patli,Khurja ICD,13,0,5195,Reefer,0.9,3,0,3,3
2024-06-07 22:11:36,155,1658,15,1222,2024-05-22 17:11:36,2024-05-21 17:11:36,2024-05-30 17:11:36,2024-06-06 17:11:36,2024-05-22 07:11:36,2024-05-22 05:11:36,2024-05-23 07:11:36,594542,Sea,Container Ship,Manual,System,Weather Delay,Yang Ming,CMA CGM Benjamin Franklin,LogiCorp,JOB201221,Mumbai,DXB,VOY253N,LCH,TSN,Laem Chabang,Tianjin,8,0,7009,Reefer,0.84,2,1,7,7
